TimeStamp,participant,Condition,Tiral,Age,Gender,SessionTime,Event, rightEye, leftEye, zPos
637958335616567304,P7,s,tut,26,,,RightPupil,4.023621,4.094925,,,,
637958335616907383,P7,s,tut,26,,,RightPupil,3.990082,4.084885,,,,
637958335616987403,P7,s,tut,26,,,RightPupil,3.990082,4.084885,,,,
637958335617067423,P7,s,tut,26,,,RightPupil,4.010086,4.089172,,,,
637958335617137442,P7,s,tut,26,,,RightPupil,4.010086,4.089172,,,,
637958335617207450,P7,s,tut,26,,,RightPupil,4.00087,4.128479,,,,
637958335617287469,P7,s,tut,26,,,RightPupil,4.00087,4.128479,,,,
637958335617387487,P7,s,tut,26,,,RightPupil,3.976257,4.128616,,,,
637958335617487509,P7,s,tut,26,,,RightPupil,3.955612,4.092896,,,,
637958335617597538,P7,s,tut,26,,,RightPupil,3.955612,4.092896,,,,
637958335617707569,P7,s,tut,26,,,RightPupil,3.977188,3.988937,,,,
637958335617817591,P7,s,tut,26,,,RightPupil,4.002609,4.150604,,,,
637958335617927615,P7,s,tut,26,,,RightPupil,4.002609,4.150604,,,,
637958335618047640,P7,s,tut,26,,,RightPupil,4.007141,4.120987,,,,
637958335618147661,P7,s,tut,26,,,RightPupil,4.006851,4.051941,,,,
637958335618267690,P7,s,tut,26,,,RightPupil,4.006851,4.051941,,,,
637958335618367714,P7,s,tut,26,,,RightPupil,4.006668,4.083221,,,,
637958335618477737,P7,s,tut,26,,,RightPupil,3.97702,4.096329,,,,
637958335618587763,P7,s,tut,26,,,RightPupil,3.97702,4.096329,,,,
637958335618707791,P7,s,tut,26,,,RightPupil,3.96022,4.097824,,,,
637958335618817820,P7,s,tut,26,,,RightPupil,3.972168,4.0867,,,,
637958335618927834,P7,s,tut,26,,,RightPupil,3.966995,4.08609,,,,
637958335619047862,P7,s,tut,26,,,RightPupil,3.966995,4.08609,,,,
637958335619147906,P7,s,tut,26,,,RightPupil,3.957306,4.080765,,,,
637958335619257914,P7,s,tut,26,,,RightPupil,3.953339,4.078476,,,,
637958335619387946,P7,s,tut,26,,,RightPupil,3.953339,4.078476,,,,
637958335619487969,P7,s,tut,26,,,RightPupil,3.954834,4.032288,,,,
637958335619587990,P7,s,tut,26,,,RightPupil,3.886261,4.038284,,,,
637958335619708018,P7,s,tut,26,,,RightPupil,3.886261,4.038284,,,,
637958335619818043,P7,s,tut,26,,,RightPupil,3.767303,4.037689,,,,
