TimeStamp,participant,Condition,Tiral,Age,Gender,SessionTime,Event, rightEye, leftEye, zPos
637957486959638084,P5,tut,1,28,m,,RightPupil,5.255386,3.037247,
637957486960118194,P5,tut,1,28,m,,RightPupil,4.641632,3.004959,
637957486960208214,P5,tut,1,28,m,,RightPupil,4.596024,2.996216,
637957486960348248,P5,tut,1,28,m,,RightPupil,4.596573,3.407364,
637957486960438274,P5,tut,1,28,m,,RightPupil,4.596573,3.407364,
637957486960518286,P5,tut,1,28,m,,RightPupil,4.596954,3.103073,
637957486960598305,P5,tut,1,28,m,,RightPupil,4.596954,3.103073,
637957486960718328,P5,tut,1,28,m,,RightPupil,4.597198,3.099411,
637957486960828359,P5,tut,1,28,m,,RightPupil,4.530548,3.080734,
637957486960938384,P5,tut,1,28,m,,RightPupil,4.530548,3.080734,
637957486961058414,P5,tut,1,28,m,,RightPupil,4.505493,3.012711,
637957486961168428,P5,tut,1,28,m,,RightPupil,4.503677,2.944885,
637957486961278457,P5,tut,1,28,m,,RightPupil,4.503677,2.944885,
637957486961388477,P5,tut,1,28,m,,RightPupil,4.336456,3.090576,
637957486961508506,P5,tut,1,28,m,,RightPupil,4.466278,3.093231,
637957486961598528,P5,tut,1,28,m,,RightPupil,4.466278,3.093231,
637957486961718557,P5,tut,1,28,m,,RightPupil,4.377777,3.228012,
637957486961828576,P5,tut,1,28,m,,RightPupil,4.46759,3.225815,
637957486961938610,P5,tut,1,28,m,,RightPupil,4.46759,3.225815,
637957486962048625,P5,tut,1,28,m,,RightPupil,4.334137,3.227158,
637957486962158653,P5,tut,1,28,m,,RightPupil,4.26799,3.166382,
637957486962268678,P5,tut,1,28,m,,RightPupil,4.617706,3.514893,
637957486962378701,P5,tut,1,28,m,,RightPupil,4.617706,3.514893,
637957486962488725,P5,tut,1,28,m,,RightPupil,5.28891,2.856018,
637957486962608753,P5,tut,1,28,m,,RightPupil,5.392578,2.911987,
637957486962718779,P5,tut,1,28,m,,RightPupil,5.392578,2.911987,
637957486962828806,P5,tut,1,28,m,,RightPupil,5.405304,3.126556,
637957486962938828,P5,tut,1,28,m,,RightPupil,4.962662,3.284988,
637957486963048853,P5,tut,1,28,m,,RightPupil,4.962662,3.284988,
637957486963158875,P5,tut,1,28,m,,RightPupil,-1,3.506607,
637957486963268901,P5,tut,1,28,m,,RightPupil,5.228424,3.315094,
637957486963378930,P5,tut,1,28,m,,RightPupil,5.228424,3.315094,
637957486963488951,P5,tut,1,28,m,,RightPupil,5.448151,3.315292,
637957486963608978,P5,tut,1,28,m,,RightPupil,5.446381,3.317398,
637957486963719002,P5,tut,1,28,m,,RightPupil,-1,3.287659,
637957486963829026,P5,tut,1,28,m,,RightPupil,-1,3.287659,
637957486963929049,P5,tut,1,28,m,,RightPupil,5.184723,3.641403,
637957486964049079,P5,tut,1,28,m,,RightPupil,5.302811,3.783554,
637957486964159103,P5,tut,1,28,m,,RightPupil,5.302811,3.783554,
637957486964269125,P5,tut,1,28,m,,RightPupil,4.92366,3.573441,
637957486964379150,P5,tut,1,28,m,,RightPupil,5.087006,3.335373,
637957486964489174,P5,tut,1,28,m,,RightPupil,5.087006,3.335373,
637957486964599204,P5,tut,1,28,m,,RightPupil,-1,3.495667,
637957486964709225,P5,tut,1,28,m,,RightPupil,5.46019,3.62616,
637957486964829250,P5,tut,1,28,m,,RightPupil,-1,3.545166,
637957486964939277,P5,tut,1,28,m,,RightPupil,-1,3.545166,
637957486965049304,P5,tut,1,28,m,,RightPupil,5.523636,3.53125,
637957486965159326,P5,tut,1,28,m,,RightPupil,5.562225,3.421478,
637957486965259354,P5,tut,1,28,m,,RightPupil,5.562225,3.421478,
637957486965379380,P5,tut,1,28,m,,RightPupil,5.243286,3.317871,
637957486965489406,P5,tut,1,28,m,,RightPupil,4.847839,3.451828,
637957486965599434,P5,tut,1,28,m,,RightPupil,4.847839,3.451828,
637957486965709455,P5,tut,1,28,m,,RightPupil,5.143387,3.613663,
637957486965829481,P5,tut,1,28,m,,RightPupil,5.242798,3.268417,
637957486965939504,P5,tut,1,28,m,,RightPupil,5.242798,3.268417,
637957486966049526,P5,tut,1,28,m,,RightPupil,5.139603,3.395126,
637957486966159551,P5,tut,1,28,m,,RightPupil,5.145096,3.484833,
637957486966269581,P5,tut,1,28,m,,RightPupil,5.128113,3.472275,
637957486966379604,P5,tut,1,28,m,,RightPupil,5.128113,3.472275,
637957486966489625,P5,tut,1,28,m,,RightPupil,5.049393,3.517334,
637957486966609653,P5,tut,1,28,m,,RightPupil,5.028534,3.529984,
637957486966709675,P5,tut,1,28,m,,RightPupil,5.028534,3.529984,
637957486966819699,P5,tut,1,28,m,,RightPupil,5.009048,3.504501,
637957486966929724,P5,tut,1,28,m,,RightPupil,4.774948,3.461319,
637957486967049749,P5,tut,1,28,m,,RightPupil,4.77565,3.440231,
637957486967159778,P5,tut,1,28,m,,RightPupil,4.77565,3.440231,
637957486967319811,P5,tut,1,28,m,,RightPupil,5.061127,3.46196,
637957486967429842,P5,tut,1,28,m,,RightPupil,5.021133,3.432388,
637957486967539863,P5,tut,1,28,m,,RightPupil,5.030655,3.1548,
637957486967649889,P5,tut,1,28,m,,RightPupil,5.030655,3.1548,
637957486967759918,P5,tut,1,28,m,,RightPupil,5.112854,3.355316,
637957486967869934,P5,tut,1,28,m,,RightPupil,5.113541,3.354446,
637957486967979961,P5,tut,1,28,m,,RightPupil,5.113541,3.354446,
637957486968089988,P5,tut,1,28,m,,RightPupil,5.117889,3.324219,
637957486968200012,P5,tut,1,28,m,,RightPupil,4.886948,3.260681,
637957486968310041,P5,tut,1,28,m,,RightPupil,4.886948,3.260681,
637957486968430068,P5,tut,1,28,m,,RightPupil,4.324722,3.268509,
637957486968530084,P5,tut,1,28,m,,RightPupil,4.370956,3.262711,
637957486968640112,P5,tut,1,28,m,,RightPupil,4.239883,3.152802,
637957486968750132,P5,tut,1,28,m,,RightPupil,4.239883,3.152802,
637957486968870163,P5,tut,1,28,m,,RightPupil,4.038513,3.097504,
637957486968980191,P5,tut,1,28,m,,RightPupil,4.160339,3.197769,
637957486969090209,P5,tut,1,28,m,,RightPupil,4.160339,3.197769,
637957486969200233,P5,tut,1,28,m,,RightPupil,3.969238,3.029999,
637957486969320260,P5,tut,1,28,m,,RightPupil,3.888199,2.566818,
637957486969430284,P5,tut,1,28,m,,RightPupil,4.079391,2.392136,
637957486969530313,P5,tut,1,28,m,,RightPupil,4.079391,2.392136,
637957486969650339,P5,tut,1,28,m,,RightPupil,3.980728,2.627274,
637957486969760365,P5,tut,1,28,m,,RightPupil,3.93663,2.575638,
637957486969870385,P5,tut,1,28,m,,RightPupil,3.93663,2.575638,
637957486969980412,P5,tut,1,28,m,,RightPupil,3.950775,2.57402,
637957486970100442,P5,tut,1,28,m,,RightPupil,3.934479,2.773788,
637957486970200456,P5,tut,1,28,m,,RightPupil,3.934479,2.773788,
637957486970310485,P5,tut,1,28,m,,RightPupil,3.922501,2.853424,
